,ValidationAccuracy,Bias,Variance,Time,Model
29,1.0,7.833333333333333,0.0,4.065004825592041,Adaboost
30,1.0,7.833333333333333,0.0,4.0279974937438965,Adaboost
31,1.0,7.833333333333333,0.024999999999999998,3.969998836517334,Adaboost
32,1.0,7.833333333333333,0.051666666666666666,3.9620018005371094,Adaboost
33,1.0,7.833333333333333,0.06833333333333333,4.024135589599609,Adaboost
34,0.4166666666666667,7.833333333333333,0.14833333333333332,4.028000593185425,Adaboost
35,0.9166666666666666,7.833333333333333,0.17500000000000002,4.098997592926025,Adaboost
36,1.0,6.833333333333333,0.011666666666666667,4.136999130249023,Adaboost
37,1.0,6.833333333333333,0.01,4.11099910736084,Adaboost
38,1.0,6.833333333333333,0.013333333333333334,4.225999593734741,Adaboost
39,1.0,6.833333333333333,0.011666666666666667,4.164001226425171,Adaboost
40,1.0,6.833333333333333,0.02,4.077001094818115,Adaboost
41,1.0,6.833333333333333,0.05333333333333334,4.06999945640564,Adaboost
42,1.0,6.833333333333333,0.18833333333333335,4.058000326156616,Adaboost
43,0.9166666666666666,6.833333333333333,0.22,4.0390026569366455,Adaboost
44,0.9166666666666666,6.833333333333333,0.14666666666666667,4.036999702453613,Adaboost
45,0.8333333333333334,8.0,0.06833333333333334,3.437000274658203,Adaboost
46,0.75,8.333333333333334,0.05833333333333333,3.3889997005462646,Adaboost
47,0.8333333333333334,8.333333333333334,0.06666666666666667,3.4189951419830322,Adaboost
48,0.8333333333333334,8.0,0.06833333333333333,3.435001850128174,Adaboost
49,0.9166666666666666,8.0,0.10333333333333333,3.431999444961548,Adaboost
50,0.75,8.333333333333334,0.135,3.628998279571533,Adaboost
51,0.8333333333333334,8.333333333333334,0.23,3.69100022315979,Adaboost
52,0.8333333333333334,8.333333333333334,0.21333333333333335,3.6849992275238037,Adaboost
53,0.9166666666666666,8.333333333333334,0.24000000000000002,3.7440059185028076,Adaboost
54,0.9166666666666666,7.833333333333333,0.03833333333333334,4.1239964962005615,Adaboost
55,0.9166666666666666,7.75,0.03666666666666667,4.114002227783203,Adaboost
56,0.9166666666666666,7.833333333333333,0.041666666666666664,4.087996959686279,Adaboost
57,1.0,7.833333333333333,0.028333333333333332,4.155003547668457,Adaboost
58,1.0,7.833333333333333,0.07333333333333335,4.050997734069824,Adaboost
59,1.0,7.833333333333333,0.043333333333333335,4.108999252319336,Adaboost
60,0.75,7.833333333333333,0.18333333333333335,3.9989993572235107,Adaboost
61,0.6666666666666666,7.833333333333333,0.2316666666666667,3.988999366760254,Adaboost
62,0.5833333333333334,7.833333333333333,0.22,4.062004327774048,Adaboost
63,0.9166666666666666,7.833333333333333,0.028333333333333335,4.113995313644409,Adaboost
64,1.0,7.833333333333333,0.041666666666666664,4.119001388549805,Adaboost
65,1.0,7.833333333333333,0.030000000000000002,4.092998504638672,Adaboost
66,1.0,7.833333333333333,0.02666666666666667,4.154003858566284,Adaboost
67,0.9166666666666666,7.833333333333333,0.06833333333333334,4.069997549057007,Adaboost
68,0.9166666666666666,7.833333333333333,0.07333333333333333,4.064000129699707,Adaboost
69,0.9166666666666666,7.833333333333333,0.12833333333333333,4.001997947692871,Adaboost
70,0.9166666666666666,7.833333333333333,0.165,3.9810009002685547,Adaboost
71,0.9166666666666666,7.833333333333333,0.18666666666666668,4.125004529953003,Adaboost
72,1.0,6.5,0.008333333333333333,3.9829955101013184,Adaboost
73,1.0,6.5,0.0,3.9850046634674072,Adaboost
74,1.0,6.5,0.0,3.9579946994781494,Adaboost
75,1.0,6.5,0.0,3.9800021648406982,Adaboost
76,1.0,6.5,0.024999999999999998,3.9619979858398438,Adaboost
77,0.9166666666666666,6.5,0.055,4.0190041065216064,Adaboost
78,1.0,6.5,0.1466666666666667,3.935995578765869,Adaboost
79,0.9166666666666666,6.5,0.16999999999999996,3.9200003147125244,Adaboost
80,0.9166666666666666,6.5,0.18333333333333335,3.989004373550415,Adaboost
81,0.9166666666666666,7.166666666666667,0.051666666666666666,4.1499998569488525,Adaboost
82,0.9166666666666666,7.166666666666667,0.03833333333333333,4.027996778488159,Adaboost
83,0.9166666666666666,7.166666666666667,0.034999999999999996,4.057999134063721,Adaboost
84,0.9166666666666666,7.166666666666667,0.028333333333333335,4.1460041999816895,Adaboost
85,0.9166666666666666,7.166666666666667,0.06833333333333334,4.031027793884277,Adaboost
86,0.8333333333333334,7.166666666666667,0.10333333333333335,4.0209996700286865,Adaboost
87,0.9166666666666666,7.166666666666667,0.17166666666666666,4.012171506881714,Adaboost
88,0.75,7.166666666666667,0.26333333333333336,3.9400012493133545,Adaboost
89,0.75,7.5,0.27999999999999997,4.064126253128052,Adaboost
90,0.9166666666666666,7.916666666666667,0.0,4.3770012855529785,RandomForest
91,0.9166666666666666,7.916666666666667,0.0,4.356839418411255,RandomForest
92,0.9166666666666666,7.916666666666667,0.0,4.354992628097534,RandomForest
93,0.9166666666666666,7.916666666666667,0.0,4.394990682601929,RandomForest
94,0.9166666666666666,7.916666666666667,0.0,4.4719908237457275,RandomForest
95,0.9166666666666666,7.916666666666667,0.0,4.4599833488464355,RandomForest
96,0.9166666666666666,7.916666666666667,0.0,4.338982343673706,RandomForest
97,0.9166666666666666,7.916666666666667,0.0,4.406003475189209,RandomForest
98,0.9166666666666666,7.916666666666667,0.0,4.403997898101807,RandomForest
99,1.0,7.833333333333333,0.0,4.322969913482666,RandomForest
100,1.0,7.833333333333333,0.0,4.354998826980591,RandomForest
101,1.0,7.833333333333333,0.0,4.300982236862183,RandomForest
102,1.0,7.833333333333333,0.0,4.456005334854126,RandomForest
103,1.0,7.833333333333333,0.0,4.390989780426025,RandomForest
104,1.0,7.833333333333333,0.0,4.335982799530029,RandomForest
105,1.0,7.833333333333333,0.0,4.339987277984619,RandomForest
106,1.0,7.833333333333333,0.0,4.374994277954102,RandomForest
107,1.0,7.833333333333333,0.0,4.360997915267944,RandomForest
108,0.75,7.833333333333333,0.05000000000000001,4.306977272033691,RandomForest
109,0.75,7.833333333333333,0.05000000000000001,4.305992364883423,RandomForest
110,0.75,7.833333333333333,0.05000000000000001,4.370005130767822,RandomForest
111,0.75,7.833333333333333,0.05000000000000001,4.351997375488281,RandomForest
112,0.75,7.833333333333333,0.05000000000000001,4.290968894958496,RandomForest
113,0.75,7.833333333333333,0.05000000000000001,4.44001030921936,RandomForest
114,0.75,7.833333333333333,0.05000000000000001,4.395982980728149,RandomForest
115,0.75,7.833333333333333,0.05000000000000001,4.39499306678772,RandomForest
116,0.75,7.833333333333333,0.05000000000000001,4.333981275558472,RandomForest
117,1.0,7.833333333333333,0.0016666666666666668,4.330987453460693,RandomForest
118,1.0,7.833333333333333,0.0016666666666666668,4.353988170623779,RandomForest
119,1.0,7.833333333333333,0.0016666666666666668,4.4010021686553955,RandomForest
120,1.0,7.833333333333333,0.0016666666666666668,4.316975831985474,RandomForest
121,1.0,7.833333333333333,0.0016666666666666668,4.26699161529541,RandomForest
122,1.0,7.833333333333333,0.0016666666666666668,4.353003025054932,RandomForest
123,1.0,7.833333333333333,0.0016666666666666668,4.379987716674805,RandomForest
124,1.0,7.833333333333333,0.0016666666666666668,4.448992729187012,RandomForest
125,1.0,7.833333333333333,0.0016666666666666668,4.349976062774658,RandomForest
126,1.0,6.833333333333333,0.02,4.262991189956665,RandomForest
127,1.0,6.833333333333333,0.02,4.324002265930176,RandomForest
128,1.0,6.833333333333333,0.02,4.359984874725342,RandomForest
129,1.0,6.833333333333333,0.02,4.542994737625122,RandomForest
130,1.0,6.833333333333333,0.02,4.513978481292725,RandomForest
131,1.0,6.833333333333333,0.02,4.3039915561676025,RandomForest
132,1.0,6.833333333333333,0.02,4.329999923706055,RandomForest
133,1.0,6.833333333333333,0.02,4.365994453430176,RandomForest
134,1.0,6.833333333333333,0.02,4.299980878829956,RandomForest
135,0.8333333333333334,8.0,0.065,4.3249969482421875,RandomForest
136,0.8333333333333334,8.0,0.065,4.359994888305664,RandomForest
137,0.8333333333333334,8.0,0.065,4.360974073410034,RandomForest
138,0.8333333333333334,8.0,0.065,4.326005458831787,RandomForest
139,0.8333333333333334,8.0,0.065,4.401983737945557,RandomForest
140,0.8333333333333334,8.0,0.065,4.34700083732605,RandomForest
141,0.8333333333333334,8.0,0.065,4.339989185333252,RandomForest
142,0.8333333333333334,8.0,0.065,4.3279829025268555,RandomForest
143,0.8333333333333334,8.0,0.065,4.376996994018555,RandomForest
144,0.9166666666666666,7.75,0.03833333333333334,4.317978143692017,RandomForest
145,0.9166666666666666,7.75,0.03833333333333334,4.424003601074219,RandomForest
146,0.9166666666666666,7.75,0.03833333333333334,4.304976224899292,RandomForest
147,0.9166666666666666,7.75,0.03833333333333334,4.352004766464233,RandomForest
148,0.9166666666666666,7.75,0.03833333333333334,4.394996881484985,RandomForest
149,0.9166666666666666,7.75,0.03833333333333334,4.381999254226685,RandomForest
150,0.9166666666666666,7.75,0.03833333333333334,4.328965425491333,RandomForest
151,0.9166666666666666,7.75,0.03833333333333334,4.333990812301636,RandomForest
152,0.9166666666666666,7.75,0.03833333333333334,4.372999906539917,RandomForest
153,1.0,7.833333333333333,0.03166666666666667,4.34197998046875,RandomForest
154,1.0,7.833333333333333,0.03166666666666667,4.304576873779297,RandomForest
155,1.0,7.833333333333333,0.03166666666666667,4.32001519203186,RandomForest
156,1.0,7.833333333333333,0.03166666666666667,4.385390281677246,RandomForest
157,1.0,7.833333333333333,0.03166666666666667,4.407996654510498,RandomForest
158,1.0,7.833333333333333,0.03166666666666667,4.30597448348999,RandomForest
159,1.0,7.833333333333333,0.03166666666666667,4.3829991817474365,RandomForest
160,1.0,7.833333333333333,0.03166666666666667,4.426987409591675,RandomForest
161,1.0,7.833333333333333,0.03166666666666667,4.336983680725098,RandomForest
162,1.0,6.5,0.0,4.323989629745483,RandomForest
163,1.0,6.5,0.0,4.311992645263672,RandomForest
164,1.0,6.5,0.0,4.415999174118042,RandomForest
165,1.0,6.5,0.0,4.367999315261841,RandomForest
166,1.0,6.5,0.0,4.310969352722168,RandomForest
167,1.0,6.5,0.0,4.2909910678863525,RandomForest
168,1.0,6.5,0.0,4.37600302696228,RandomForest
169,1.0,6.5,0.0,4.363993883132935,RandomForest
170,1.0,6.5,0.0,4.39998459815979,RandomForest
171,0.8333333333333334,7.5,0.035,4.357992887496948,RandomForest
172,0.8333333333333334,7.5,0.035,4.3759894371032715,RandomForest
173,0.8333333333333334,7.5,0.035,4.375977993011475,RandomForest
174,0.8333333333333334,7.5,0.035,4.426005125045776,RandomForest
175,0.8333333333333334,7.5,0.035,4.319979667663574,RandomForest
176,0.8333333333333334,7.5,0.035,4.284989595413208,RandomForest
177,0.8333333333333334,7.5,0.035,4.352991342544556,RandomForest
178,0.8333333333333334,7.5,0.035,4.3400022983551025,RandomForest
179,0.8333333333333334,7.5,0.035,4.337986469268799,RandomForest
